id,downloads,likes,tags,created_at,last_modified,private,search_task
ayymen/Weblate-Translations,494,18,"task_categories:translation, annotations_creators:crowdsourced, language:aa, language:ab, language:ace, language:ach, language:af, language:afh",2024-01-07T22:29:01.000Z,2024-04-02T10:16:03.000Z,False,translation
premio-ai/OpenSubtitles_Translations_Dataset,482,0,"size_categories:100M<n<1B, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-03-26T22:14:20.000Z,2024-03-27T04:15:40.000Z,False,translation
Aletheia-ng/african_languages_translation,452,0,"size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:polars, library:mlcroissant, region:us",2025-04-29T22:04:43.000Z,2025-04-30T01:12:44.000Z,False,translation
ClarusC64/clinical-preclinical-human-translation-coherence-v0.1,397,0,"task_categories:text-classification, language:en, license:mit, size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas",2026-02-15T06:06:38.000Z,2026-02-15T06:09:11.000Z,False,translation
ClarusC64/regulatory-clinical-translation-integrity-v0.1,391,0,"task_categories:text-classification, task_categories:text-generation, language:en, license:mit, size_categories:n<1K, format:csv, modality:text, library:datasets",2026-01-26T11:30:04.000Z,2026-01-26T11:31:27.000Z,False,translation
recursal/Europarl-Translation-Instruct,376,2,"task_categories:text-generation, task_categories:fill-mask, task_ids:language-modeling, task_ids:masked-language-modeling, annotations_creators:no-annotation, language_creators:crowdsourced, source_datasets:original, language:en",2024-06-04T08:58:13.000Z,2024-06-13T01:14:55.000Z,False,translation
yipyany/ted-translation-decisions-en-zh,313,0,"task_categories:translation, annotations_creators:expert-generated, language_creators:expert-generated, language:en, language:zh, license:cc-by-nc-4.0, size_categories:n<1K, format:csv",2025-12-22T06:46:52.000Z,2026-04-08T09:04:10.000Z,False,translation
enet45/whisper-ja-en-zh-asr-translation,308,0,"size_categories:100K<n<1M, format:parquet, format:optimized-parquet, modality:audio, modality:text, library:datasets, library:dask, library:polars",2026-03-04T07:04:08.000Z,2026-03-04T09:15:01.000Z,False,translation
phucthaiv02/akkadian-translation,295,3,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2025-12-26T05:44:16.000Z,2026-01-29T03:53:18.000Z,False,translation
enet45/whisper-ja-en-zh-asr-translation-negative,251,0,"size_categories:10K<n<100K, format:parquet, format:optimized-parquet, modality:audio, modality:text, library:datasets, library:dask, library:polars",2026-03-09T02:52:53.000Z,2026-03-09T03:24:18.000Z,False,translation
ashokpoudel/nepali-english-translation-dataset,249,2,"license:apache-2.0, size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2024-01-16T17:38:41.000Z,2024-01-16T18:15:34.000Z,False,translation
atenglens/taiwanese_english_translation,237,4,"task_categories:question-answering, task_categories:text-generation, task_categories:translation, task_ids:language-modeling, language_creators:other, multilinguality:translation, source_datasets:extended|other, language:tw",2022-03-27T06:31:42.000Z,2024-02-26T23:35:29.000Z,False,translation
mesolitica/Malaysian-Translation,233,0,"size_categories:10M<n<100M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2025-08-31T12:05:11.000Z,2025-09-01T15:10:42.000Z,False,translation
soynade-research/Bambara-Speech-Translation-Data,215,1,"task_categories:automatic-speech-recognition, task_categories:translation, language:bm, language:en, license:cc-by-sa-4.0, size_categories:100K<n<1M, format:arrow, modality:audio",2026-02-08T19:10:05.000Z,2026-02-22T00:34:09.000Z,False,translation
ih9511/medical-translation-en-ko,207,1,"size_categories:1M<n<10M, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-19T03:30:49.000Z,2025-02-19T05:15:27.000Z,False,translation
Lots-of-LoRAs/task1647_opus_books_en-pt_translation,204,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-02T14:25:49.000Z,2025-01-02T14:25:51.000Z,False,translation
Lots-of-LoRAs/task117_spl_translation_en_de,202,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2025-01-02T15:02:13.000Z,2025-01-02T15:02:15.000Z,False,translation
theblackcat102/instruction_translations,199,5,"task_categories:text-generation, language:en, license:mit, size_categories:100K<n<1M, modality:text, library:datasets, library:mlcroissant, doi:10.57967/hf/0423",2023-03-04T00:51:47.000Z,2023-03-05T06:36:37.000Z,False,translation
Lots-of-LoRAs/task175_spl_translation_en_pl,199,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2025-01-05T14:29:21.000Z,2025-01-05T14:29:23.000Z,False,translation
sltAI/crowdsourced-text-to-sign-language-rule-based-translation-corpus,198,0,"size_categories:1K<n<10K, format:csv, modality:tabular, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2024-04-11T16:03:46.000Z,2026-04-06T16:02:53.000Z,False,translation
Lots-of-LoRAs/task1655_mkb_translation,197,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2025-01-01T14:20:31.000Z,2025-01-01T14:20:34.000Z,False,translation
Lots-of-LoRAs/task1230_ted_translation_ar_en,196,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-02T14:07:36.000Z,2025-01-02T14:07:39.000Z,False,translation
Lots-of-LoRAs/task545_alt_translation_fi_en,195,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2025-01-03T17:48:57.000Z,2025-01-03T17:48:58.000Z,False,translation
Tamazight-NLP/Anki-Translations,194,0,"task_categories:translation, language:en, language:zgh, language:kab, language:ber, size_categories:10K<n<100K, format:parquet, modality:text",2025-10-10T03:45:35.000Z,2025-10-11T01:40:14.000Z,False,translation
Lots-of-LoRAs/task798_pawsx_spanish_german_translation,191,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2025-01-02T14:55:56.000Z,2025-01-02T14:55:58.000Z,False,translation
MaLA-LM/mala-bilingual-translation-corpus,186,6,"task_categories:translation, license:odc-by, size_categories:10B<n<100B, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant",2024-12-28T13:02:29.000Z,2025-10-24T11:41:02.000Z,False,translation
Jendersen/breton-english-french-translation,186,1,"task_categories:translation, language:br, language:fr, language:en, license:mit, size_categories:10K<n<100K, modality:text, region:us",2025-11-30T01:34:43.000Z,2026-03-28T13:01:08.000Z,False,translation
Lots-of-LoRAs/task790_pawsx_french_korean_translation,179,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2025-01-02T14:11:55.000Z,2025-01-02T14:11:57.000Z,False,translation
ymoslem/Tatoeba-Translations,162,5,"task_categories:translation, language:multilingual, language:ab, language:af, language:am, language:ar, language:an, language:as",2024-12-17T06:34:18.000Z,2024-12-29T13:38:30.000Z,False,translation
ClarusC64/patient-meaning-translation-integrity-v0.1,154,0,"task_categories:text-classification, task_categories:text-generation, language:en, license:mit, size_categories:n<1K, format:csv, modality:text, library:datasets",2026-01-26T11:43:20.000Z,2026-01-26T11:45:03.000Z,False,translation
llm-jp/relaion2B-en-research-safe-japanese-translation,148,4,"language:ja, license:apache-2.0, size_categories:1B<n<10B, format:parquet, modality:image, modality:tabular, modality:text, library:datasets",2024-10-05T10:56:50.000Z,2025-04-30T21:19:01.000Z,False,translation
tiny-aya-safety/sorry-bench-202503-cohere-translation-tier1,145,0,"size_categories:10K<n<100K, format:parquet, format:optimized-parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars",2026-03-28T07:42:22.000Z,2026-04-08T06:11:45.000Z,False,translation
Lots-of-LoRAs/task435_alt_en_ja_translation,144,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-03T18:02:09.000Z,2025-01-03T18:02:11.000Z,False,translation
botisan-ai/cantonese-mandarin-translations,130,29,"task_categories:translation, annotations_creators:machine-generated, language_creators:found, multilinguality:translation, source_datasets:original, language:zh, license:cc-by-nc-sa-4.0, size_categories:10K<n<100K",2022-03-02T23:29:22.000Z,2024-01-13T03:30:12.000Z,False,translation
Ehtisham1328/urdu-idioms-with-english-translation,128,4,"task_categories:translation, task_categories:text-generation, language:ur, language:en, license:apache-2.0, size_categories:1K<n<10K, format:csv, modality:text",2024-02-15T18:07:59.000Z,2024-02-16T05:56:13.000Z,False,translation
gplsi/ES-VA_translation_test,121,0,"task_categories:translation, license:cc-by-4.0, size_categories:1K<n<10K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-06-04T09:40:47.000Z,2025-12-19T13:06:24.000Z,False,translation
galsenai/french-wolof-translation,118,10,"language:wo, language:fr, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant",2023-12-07T13:28:27.000Z,2025-04-05T01:29:45.000Z,False,translation
morrislab/translation-efficiency-human,116,0,"license:unknown, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-07-29T07:18:15.000Z,2025-08-08T05:56:21.000Z,False,translation
ignatius/igbo_english_machine_translation,115,3,"task_categories:translation, annotations_creators:found, language_creators:found, multilinguality:multilingual, source_datasets:original, language:en, language:ig, license:unknown",2022-03-02T23:29:22.000Z,2024-01-18T11:06:15.000Z,False,translation
Jendersen/cornish_english_translation,109,0,"task_categories:translation, language:kw, language:en, license:mit, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets",2025-12-10T17:50:54.000Z,2025-12-16T00:01:38.000Z,False,translation
AndreasThinks/welsh-translation-instruction,108,1,"task_categories:translation, language:cy, language:en, license:mit, size_categories:10K<n<100K, format:json, modality:text, library:datasets",2024-07-20T10:51:27.000Z,2024-07-21T07:23:45.000Z,False,translation
bot-yaya/undl_en2zh_translation,106,2,"size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2023-10-30T04:33:16.000Z,2023-11-04T09:28:20.000Z,False,translation
harouzie/vi_en-translation,103,9,"task_categories:translation, language:vi, language:en, license:mit, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets",2023-08-19T03:19:52.000Z,2023-08-19T03:21:28.000Z,False,translation
LLaMAX/BenchMAX_General_Translation,102,0,"task_categories:translation, multilinguality:multilingual, language:en, language:zh, language:es, language:fr, language:de, language:ru",2025-02-10T14:49:14.000Z,2025-08-27T08:50:23.000Z,False,translation
bangboom/chinese-translation-data,97,0,"task_categories:translation, language:zh, license:apache-2.0, size_categories:100K<n<1M, region:us, chinese, classical-chinese, machine-translation",2026-04-03T04:36:37.000Z,2026-04-03T04:36:55.000Z,False,translation
RoxanneWsyw/ESFT-translation,96,0,"size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-04-11T17:47:05.000Z,2025-04-11T17:47:18.000Z,False,translation
bot-yaya/undl_ar2en_translation,93,0,"size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2023-11-23T02:09:06.000Z,2023-11-23T11:54:22.000Z,False,translation
orion-research/translations-en_US-pt_BR,92,1,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-08-26T17:40:19.000Z,2024-08-26T17:40:21.000Z,False,translation
bri25yu/flores200_devtest_translation_pairs,91,0,"size_categories:10M<n<100M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2023-05-16T00:06:44.000Z,2023-05-16T02:47:15.000Z,False,translation
vichetkao/graph_translation_eng_kh,84,0,"task_categories:graph-ml, language:en, language:km, license:apache-2.0, size_categories:10K<n<100K, format:parquet, modality:image, modality:text",2026-03-30T01:51:36.000Z,2026-04-01T09:54:35.000Z,False,translation
microsoft/msr_zhen_translation_parity,81,2,"task_categories:translation, annotations_creators:no-annotation, language_creators:expert-generated, language_creators:machine-generated, multilinguality:monolingual, multilinguality:translation, source_datasets:extended|other-newstest2017, language:en",2022-03-02T23:29:22.000Z,2024-01-18T11:09:33.000Z,False,translation
NetherQuartz/minecraft-translations,78,0,"task_categories:translation, task_categories:feature-extraction, task_categories:sentence-similarity, language:af, language:ar, language:ast, language:az, language:ba",2025-10-20T01:28:15.000Z,2025-10-20T01:47:45.000Z,False,translation
